time, itow, lat, lon, alt, speed, accuracy
101.200, 53966879, 38.7315972, -90.2821502, 140.3353179, 10.306, 0.300
101.300, 53966979, 38.7315886, -90.2821466, 140.3390836, 10.102, 0.300
101.400, 53967079, 38.7315799, -90.2821432, 140.3367497, 10.019, 0.300
101.500, 53967179, 38.7315714, -90.2821400, 140.3409935, 9.946, 0.300
101.600, 53967279, 38.7315632, -90.2821371, 140.3188971, 9.677, 0.300
101.700, 53967379, 38.7315550, -90.2821343, 140.3150421, 9.529, 0.300
101.800, 53967479, 38.7315468, -90.2821324, 140.3039193, 9.388, 0.300
101.900, 53967579, 38.7315391, -90.2821307, 140.2883374, 8.965, 0.300
102.000, 53967679, 38.7315311, -90.2821295, 140.2803683, 8.924, 0.300
102.100, 53967779, 38.7315237, -90.2821291, 140.2609862, 8.615, 0.300
102.200, 53967879, 38.7315163, -90.2821293, 140.2897157, 8.357, 0.300
102.300, 53967979, 38.7315091, -90.2821304, 140.2903271, 8.078, 0.300
102.400, 53968079, 38.7315023, -90.2821315, 140.3321915, 7.701, 0.300
102.500, 53968179, 38.7314958, -90.2821332, 140.3077068, 7.521, 0.300
102.600, 53968279, 38.7314893, -90.2821353, 140.2790089, 7.448, 0.300
102.700, 53968379, 38.7314831, -90.2821376, 140.2931221, 7.230, 0.300
102.800, 53968479, 38.7314771, -90.2821405, 140.2808988, 7.188, 0.300
102.900, 53968579, 38.7314712, -90.2821440, 140.3038880, 7.174, 0.300
103.000, 53968679, 38.7314658, -90.2821475, 140.3211152, 6.706, 0.300
103.100, 53968779, 38.7314608, -90.2821517, 140.2932878, 6.782, 0.300
103.200, 53968879, 38.7314560, -90.2821560, 140.2725593, 6.551, 0.300
103.300, 53968979, 38.7314516, -90.2821610, 140.2788565, 6.508, 0.300
103.400, 53969079, 38.7314477, -90.2821662, 140.2422658, 6.334, 0.300
103.500, 53969179, 38.7314440, -90.2821718, 140.1800242, 6.356, 0.300
103.600, 53969279, 38.7314407, -90.2821778, 140.1671544, 6.335, 0.300
103.700, 53969379, 38.7314377, -90.2821841, 140.1028687, 6.394, 0.300
103.800, 53969479, 38.7314351, -90.2821903, 140.0826664, 6.223, 0.300
103.900, 53969579, 38.7314330, -90.2821969, 140.0734889, 6.161, 0.300
104.000, 53969679, 38.7314310, -90.2822039, 140.0587829, 6.349, 0.300
104.100, 53969779, 38.7314298, -90.2822112, 140.0578487, 6.501, 0.299
104.200, 53969879, 38.7314289, -90.2822184, 140.0739730, 6.303, 0.310
104.300, 53969979, 38.7314287, -90.2822257, 140.0532712, 6.394, 0.310
104.400, 53970079, 38.7314289, -90.2822335, 139.9938155, 6.708, 0.310
104.500, 53970179, 38.7314293, -90.2822413, 139.9782921, 6.714, 0.310
104.600, 53970279, 38.7314305, -90.2822493, 139.9651145, 6.927, 0.310
104.700, 53970379, 38.7314318, -90.2822571, 139.8683411, 6.967, 0.310
104.800, 53970479, 38.7314333, -90.2822652, 139.8844507, 7.158, 0.310
104.900, 53970579, 38.7314355, -90.2822735, 139.8747904, 7.519, 0.310
105.000, 53970679, 38.7314379, -90.2822815, 139.8483229, 7.538, 0.310
105.100, 53970779, 38.7314406, -90.2822897, 139.8272014, 7.694, 0.310
105.200, 53970879, 38.7314444, -90.2822980, 139.7961386, 8.108, 0.310
105.300, 53970979, 38.7314482, -90.2823066, 139.7476804, 8.486, 0.310
105.400, 53971079, 38.7314523, -90.2823153, 139.7398252, 8.726, 0.310
105.500, 53971179, 38.7314566, -90.2823240, 139.7282961, 8.971, 0.310
105.600, 53971279, 38.7314612, -90.2823328, 139.6639255, 9.061, 0.310
105.700, 53971379, 38.7314661, -90.2823414, 139.6475143, 9.205, 0.310
105.800, 53971479, 38.7314713, -90.2823503, 139.6243620, 9.589, 0.310
105.900, 53971579, 38.7314770, -90.2823591, 139.6141989, 9.748, 0.310
106.000, 53971679, 38.7314828, -90.2823675, 139.5757441, 9.768, 0.310
106.100, 53971779, 38.7314887, -90.2823759, 139.5437959, 9.751, 0.310
106.200, 53971879, 38.7314945, -90.2823840, 139.5295927, 9.737, 0.310
106.300, 53971979, 38.7315007, -90.2823918, 139.4838194, 9.559, 0.310
106.400, 53972079, 38.7315069, -90.2823991, 139.4396680, 9.445, 0.300
106.500, 53972179, 38.7315132, -90.2824059, 139.4370526, 9.180, 0.300
106.600, 53972279, 38.7315195, -90.2824123, 139.4112839, 9.002, 0.300
106.700, 53972379, 38.7315263, -90.2824179, 139.4106198, 9.025, 0.300
106.800, 53972479, 38.7315336, -90.2824233, 139.4063613, 9.287, 0.300
106.900, 53972579, 38.7315411, -90.2824272, 139.3618265, 8.931, 0.300
107.000, 53972679, 38.7315486, -90.2824300, 139.3739715, 8.754, 0.300
107.100, 53972779, 38.7315567, -90.2824318, 139.4131702, 9.088, 0.300
107.200, 53972879, 38.7315647, -90.2824330, 139.3996468, 9.003, 0.300
107.300, 53972979, 38.7315730, -90.2824333, 139.3977148, 9.175, 0.300
107.400, 53973079, 38.7315812, -90.2824328, 139.3685825, 9.231, 0.300
107.500, 53973179, 38.7315891, -90.2824311, 139.3964135, 9.031, 0.300
107.600, 53973279, 38.7315969, -90.2824287, 139.3895963, 8.963, 0.300
107.700, 53973379, 38.7316045, -90.2824245, 139.4310782, 9.071, 0.300
107.800, 53973479, 38.7316118, -90.2824200, 139.4050391, 9.046, 0.300
107.900, 53973579, 38.7316187, -90.2824147, 139.3619133, 8.941, 0.300
108.000, 53973684, 38.7316255, -90.2824080, 139.3781921, 8.989, 0.300
108.100, 53973784, 38.7316314, -90.2824009, 139.3303622, 9.064, 0.300
108.200, 53973884, 38.7316371, -90.2823926, 139.3771367, 9.407, 0.300
108.300, 53973984, 38.7316423, -90.2823837, 139.4098995, 9.596, 0.300
108.400, 53974084, 38.7316466, -90.2823747, 139.4490974, 9.362, 0.300
108.500, 53974184, 38.7316500, -90.2823647, 139.5205515, 9.420, 0.300
108.600, 53974284, 38.7316523, -90.2823548, 139.5405964, 9.091, 0.300
108.700, 53974384, 38.7316540, -90.2823442, 139.5519868, 9.211, 0.300
108.800, 53974484, 38.7316546, -90.2823338, 139.5498756, 9.031, 0.300
108.900, 53974584, 38.7316544, -90.2823228, 139.6413748, 9.355, 0.300
109.000, 53974684, 38.7316531, -90.2823124, 139.6660044, 9.036, 0.300
109.100, 53974784, 38.7316509, -90.2823024, 139.6917566, 8.968, 0.300
109.200, 53974884, 38.7316478, -90.2822923, 139.7188053, 9.142, 0.300
109.300, 53974984, 38.7316442, -90.2822824, 139.7657630, 9.432, 0.300
109.400, 53975084, 38.7316399, -90.2822726, 139.7487714, 9.601, 0.300
109.500, 53975184, 38.7316346, -90.2822642, 139.8058810, 9.463, 0.300
109.600, 53975284, 38.7316288, -90.2822562, 139.7866610, 9.429, 0.300
109.700, 53975384, 38.7316219, -90.2822497, 139.8106386, 9.484, 0.300
109.800, 53975484, 38.7316148, -90.2822442, 139.7736186, 9.369, 0.300
109.900, 53975584, 38.7316070, -90.2822393, 139.7834962, 9.575, 0.300
110.000, 53975679, 38.7315994, -90.2822354, 139.7718257, 9.590, 0.300
110.100, 53975779, 38.7315912, -90.2822325, 139.7764588, 9.459, 0.300
110.200, 53975879, 38.7315824, -90.2822300, 139.7430565, 9.976, 0.300
110.300, 53975979, 38.7315737, -90.2822294, 139.7472016, 9.807, 0.300
110.400, 53976079, 38.7315650, -90.2822297, 139.7424161, 9.758, 0.300
110.500, 53976179, 38.7315562, -90.2822310, 139.7428179, 9.821, 0.300
110.600, 53976279, 38.7315477, -90.2822333, 139.7332143, 9.756, 0.300
110.700, 53976379, 38.7315401, -90.2822369, 139.7308247, 9.236, 0.300
110.800, 53976479, 38.7315324, -90.2822418, 139.7372683, 9.516, 0.300
110.900, 53976579, 38.7315255, -90.2822475, 139.6990051, 9.270, 0.300
111.000, 53976680, 38.7315181, -90.2822542, 139.6719308, 9.834, 0.300
111.100, 53976780, 38.7315123, -90.2822620, 139.7072843, 9.337, 0.300
111.200, 53976880, 38.7315067, -90.2822707, 139.6524522, 9.830, 0.300
111.300, 53976980, 38.7315021, -90.2822801, 139.6150998, 9.472, 0.300
111.400, 53977080, 38.7314983, -90.2822897, 139.5764097, 9.318, 0.300
111.500, 53977180, 38.7314954, -90.2822999, 139.5647818, 9.401, 0.300
111.600, 53977280, 38.7314936, -90.2823104, 139.6045424, 9.234, 0.300
111.700, 53977380, 38.7314930, -90.2823209, 139.5679650, 9.172, 0.300
111.800, 53977480, 38.7314932, -90.2823318, 139.5304350, 9.400, 0.300
111.900, 53977580, 38.7314944, -90.2823426, 139.4251155, 9.510, 0.300
112.000, 53977679, 38.7314961, -90.2823534, 139.3387342, 9.654, 0.300
112.100, 53977779, 38.7314982, -90.2823645, 139.3055612, 9.761, 0.300
112.200, 53977879, 38.7315010, -90.2823751, 139.2561245, 9.633, 0.300
112.300, 53977979, 38.7315051, -90.2823851, 139.1996804, 9.778, 0.300
112.400, 53978079, 38.7315097, -90.2823949, 139.1200179, 9.823, 0.300
112.500, 53978179, 38.7315152, -90.2824034, 139.0928326, 9.617, 0.300
112.600, 53978279, 38.7315213, -90.2824115, 139.0971735, 9.769, 0.300
112.700, 53978379, 38.7315281, -90.2824181, 139.0756757, 9.620, 0.300
112.800, 53978479, 38.7315356, -90.2824236, 139.0331985, 9.555, 0.300
112.900, 53978579, 38.7315437, -90.2824283, 138.9697120, 9.659, 0.300
113.000, 53978679, 38.7315521, -90.2824318, 138.9135368, 9.672, 0.300
113.100, 53978779, 38.7315610, -90.2824343, 138.9337945, 9.910, 0.300
113.200, 53978879, 38.7315696, -90.2824356, 138.9641740, 9.809, 0.300
113.300, 53978979, 38.7315786, -90.2824355, 138.9098602, 9.874, 0.300
113.400, 53979079, 38.7315871, -90.2824345, 138.9419610, 9.582, 0.300
113.500, 53979179, 38.7315955, -90.2824322, 138.9343648, 9.632, 0.300
113.600, 53979279, 38.7316039, -90.2824283, 138.9484369, 9.813, 0.300
113.700, 53979379, 38.7316118, -90.2824237, 138.9238266, 9.612, 0.300
113.800, 53979479, 38.7316187, -90.2824179, 138.9285236, 9.340, 0.300
113.900, 53979579, 38.7316256, -90.2824107, 138.9219166, 9.720, 0.300
114.000, 53979679, 38.7316319, -90.2824026, 138.9483218, 9.809, 0.300
114.100, 53979779, 38.7316375, -90.2823936, 138.9810770, 9.918, 0.300
114.200, 53979879, 38.7316426, -90.2823842, 139.0248831, 9.934, 0.300
114.300, 53979979, 38.7316469, -90.2823744, 139.0642710, 9.916, 0.300
114.400, 53980079, 38.7316506, -90.2823639, 139.1281740, 10.018, 0.300
114.500, 53980179, 38.7316529, -90.2823530, 139.1058127, 9.866, 0.300
114.600, 53980279, 38.7316544, -90.2823418, 139.1326005, 9.777, 0.300
114.700, 53980379, 38.7316547, -90.2823308, 139.1557188, 9.604, 0.300
114.800, 53980479, 38.7316543, -90.2823194, 139.2329520, 9.774, 0.300
114.900, 53980579, 38.7316530, -90.2823088, 139.2436297, 9.383, 0.300
115.000, 53980679, 38.7316506, -90.2822980, 139.2858885, 9.589, 0.300
115.100, 53980779, 38.7316474, -90.2822880, 139.3067371, 9.331, 0.300
115.200, 53980879, 38.7316436, -90.2822781, 139.3242167, 9.567, 0.300
115.300, 53980979, 38.7316385, -90.2822688, 139.3521426, 9.717, 0.300
115.400, 53981079, 38.7316327, -90.2822604, 139.3733236, 9.632, 0.300
115.500, 53981179, 38.7316262, -90.2822526, 139.3551331, 9.908, 0.300
115.600, 53981279, 38.7316191, -90.2822460, 139.3784519, 9.726, 0.300
115.700, 53981379, 38.7316115, -90.2822404, 139.3601499, 9.799, 0.300
115.800, 53981479, 38.7316034, -90.2822356, 139.3327738, 9.896, 0.300
115.900, 53981579, 38.7315951, -90.2822320, 139.3155990, 9.823, 0.300
116.000, 53981679, 38.7315863, -90.2822294, 139.2829130, 10.071, 0.300
116.100, 53981779, 38.7315772, -90.2822284, 139.2753687, 10.158, 0.300
116.200, 53981879, 38.7315680, -90.2822288, 139.3422801, 10.149, 0.300
116.300, 53981979, 38.7315590, -90.2822300, 139.3305424, 10.094, 0.300
116.400, 53982079, 38.7315503, -90.2822328, 139.3461031, 10.071, 0.300
116.500, 53982179, 38.7315422, -90.2822367, 139.3565606, 9.724, 0.300
116.600, 53982279, 38.7315339, -90.2822416, 139.3913403, 10.093, 0.300
116.700, 53982379, 38.7315265, -90.2822473, 139.3990191, 9.703, 0.300
116.800, 53982479, 38.7315195, -90.2822542, 139.3721444, 9.804, 0.300
116.900, 53982579, 38.7315132, -90.2822621, 139.3890342, 9.657, 0.300
117.000, 53982679, 38.7315081, -90.2822710, 139.3172168, 9.700, 0.300
117.100, 53982779, 38.7315034, -90.2822802, 139.3144817, 9.428, 0.300
117.200, 53982879, 38.7314998, -90.2822902, 139.2745632, 9.459, 0.300
117.300, 53982979, 38.7314966, -90.2823009, 139.2503372, 9.875, 0.300
117.400, 53983079, 38.7314948, -90.2823121, 139.2913565, 9.872, 0.300
117.500, 53983179, 38.7314939, -90.2823236, 139.2555947, 9.994, 0.300
117.600, 53983279, 38.7314942, -90.2823353, 139.2631088, 10.050, 0.300
117.700, 53983379, 38.7314957, -90.2823467, 139.1294334, 10.005, 0.300
117.800, 53983479, 38.7314974, -90.2823583, 139.0744344, 10.141, 0.300
117.900, 53983579, 38.7314997, -90.2823698, 139.0363730, 10.192, 0.300
118.000, 53983679, 38.7315028, -90.2823805, 138.9798641, 9.912, 0.300
118.100, 53983779, 38.7315071, -90.2823909, 138.9496052, 10.070, 0.300
118.200, 53983879, 38.7315119, -90.2824004, 138.8952721, 9.941, 0.300
118.300, 53983979, 38.7315177, -90.2824089, 138.9234007, 9.778, 0.300
118.400, 53984079, 38.7315243, -90.2824165, 138.9193230, 9.880, 0.300
118.500, 53984179, 38.7315317, -90.2824228, 138.9169344, 9.820, 0.300
118.600, 53984279, 38.7315396, -90.2824277, 138.8650352, 9.774, 0.300
118.700, 53984379, 38.7315481, -90.2824317, 138.8426766, 9.852, 0.300
118.800, 53984479, 38.7315568, -90.2824346, 138.8341492, 9.960, 0.300
118.900, 53984579, 38.7315655, -90.2824364, 138.8799144, 9.929, 0.300
119.000, 53984680, 38.7315747, -90.2824372, 138.8742176, 10.103, 0.300
119.100, 53984780, 38.7315836, -90.2824365, 138.8556847, 9.866, 0.300
119.200, 53984880, 38.7315919, -90.2824345, 138.8553983, 9.599, 0.300
119.300, 53984980, 38.7316004, -90.2824314, 138.8248755, 9.774, 0.300
119.400, 53985080, 38.7316085, -90.2824269, 138.8504470, 9.795, 0.300
119.500, 53985180, 38.7316162, -90.2824216, 138.8060059, 9.706, 0.300
119.600, 53985280, 38.7316232, -90.2824147, 138.8093445, 9.868, 0.300
119.700, 53985380, 38.7316301, -90.2824067, 138.7972797, 10.112, 0.300
119.800, 53985480, 38.7316362, -90.2823981, 138.8665246, 10.200, 0.300
119.900, 53985580, 38.7316420, -90.2823887, 138.8860271, 10.392, 0.300
120.000, 53985680, 38.7316471, -90.2823787, 138.9411918, 10.370, 0.300
120.100, 53985780, 38.7316505, -90.2823682, 138.8819036, 10.131, 0.300
120.200, 53985880, 38.7316530, -90.2823573, 138.8411196, 9.902, 0.300
120.300, 53985980, 38.7316549, -90.2823456, 138.8817807, 10.191, 0.300
120.400, 53986080, 38.7316557, -90.2823342, 138.8087693, 9.883, 0.300
120.500, 53986180, 38.7316554, -90.2823226, 138.9108611, 9.976, 0.300
120.600, 53986280, 38.7316541, -90.2823113, 138.8774223, 9.783, 0.300
120.700, 53986380, 38.7316518, -90.2823002, 138.8447009, 9.761, 0.300
120.800, 53986480, 38.7316483, -90.2822897, 138.9631179, 9.654, 0.300
120.900, 53986580, 38.7316444, -90.2822797, 138.9818552, 9.787, 0.300
121.000, 53986683, 38.7316391, -90.2822694, 139.0193341, 10.104, 0.300
121.100, 53986783, 38.7316333, -90.2822610, 139.0637199, 9.845, 0.300
121.200, 53986883, 38.7316268, -90.2822527, 139.0488120, 10.095, 0.300
121.300, 53986983, 38.7316197, -90.2822455, 139.0751729, 10.039, 0.300
121.400, 53987083, 38.7316123, -90.2822396, 139.0650169, 9.886, 0.300
121.500, 53987183, 38.7316041, -90.2822343, 139.0509832, 10.065, 0.300
121.600, 53987283, 38.7315956, -90.2822305, 139.0511059, 10.161, 0.300
121.700, 53987383, 38.7315865, -90.2822273, 138.9948600, 10.386, 0.300
121.800, 53987483, 38.7315773, -90.2822260, 138.9827216, 10.290, 0.300
121.900, 53987583, 38.7315683, -90.2822265, 139.0014187, 10.117, 0.300
122.000, 53987683, 38.7315593, -90.2822277, 138.9805067, 10.161, 0.300
122.100, 53987783, 38.7315508, -90.2822309, 138.9824175, 9.919, 0.300
122.200, 53987883, 38.7315427, -90.2822351, 138.9802390, 9.745, 0.300
122.300, 53987983, 38.7315347, -90.2822404, 139.0054706, 9.964, 0.300
122.400, 53988083, 38.7315275, -90.2822468, 138.9891863, 9.752, 0.300
122.500, 53988183, 38.7315202, -90.2822539, 138.9651889, 10.103, 0.300
122.600, 53988283, 38.7315143, -90.2822617, 138.9637299, 9.481, 0.300
122.700, 53988383, 38.7315088, -90.2822710, 138.8949676, 10.058, 0.300
122.800, 53988483, 38.7315041, -90.2822810, 138.9214909, 9.842, 0.300
122.900, 53988583, 38.7315004, -90.2822908, 138.9024188, 9.629, 0.300
123.000, 53988679, 38.7314975, -90.2823011, 138.8847993, 9.750, 0.300
123.100, 53988779, 38.7314959, -90.2823119, 138.9094190, 9.598, 0.300
123.200, 53988879, 38.7314948, -90.2823232, 138.8968526, 9.867, 0.300
123.300, 53988979, 38.7314952, -90.2823344, 138.8015297, 9.708, 0.300
123.400, 53989079, 38.7314958, -90.2823457, 138.7210029, 9.857, 0.300
123.500, 53989179, 38.7314977, -90.2823567, 138.6200577, 9.774, 0.300
123.600, 53989279, 38.7315002, -90.2823675, 138.6099130, 9.705, 0.300
123.700, 53989379, 38.7315040, -90.2823776, 138.5590998, 9.641, 0.300
123.800, 53989479, 38.7315086, -90.2823878, 138.5051186, 10.010, 0.300
123.900, 53989579, 38.7315141, -90.2823971, 138.4818633, 10.055, 0.300
124.000, 53989679, 38.7315203, -90.2824057, 138.4670397, 10.095, 0.300
124.100, 53989779, 38.7315270, -90.2824135, 138.4583117, 10.142, 0.300
124.200, 53989879, 38.7315345, -90.2824205, 138.4622237, 10.231, 0.300
124.300, 53989979, 38.7315426, -90.2824260, 138.4034151, 10.084, 0.300
124.400, 53990079, 38.7315511, -90.2824303, 138.3767489, 10.113, 0.300
124.500, 53990179, 38.7315598, -90.2824331, 138.3852999, 10.005, 0.300
124.600, 53990279, 38.7315687, -90.2824347, 138.4475874, 10.041, 0.300
124.700, 53990379, 38.7315777, -90.2824352, 138.3826238, 10.014, 0.300
124.800, 53990479, 38.7315865, -90.2824342, 138.3937021, 9.853, 0.300
124.900, 53990579, 38.7315952, -90.2824318, 138.3938274, 9.864, 0.300
125.000, 53990679, 38.7316042, -90.2824284, 138.3970062, 10.331, 0.300
125.100, 53990779, 38.7316123, -90.2824237, 138.3992355, 9.965, 0.300
125.200, 53990879, 38.7316201, -90.2824185, 138.3638998, 9.717, 0.300
125.300, 53990979, 38.7316269, -90.2824115, 138.3567388, 9.667, 0.300
125.400, 53991079, 38.7316333, -90.2824033, 138.3474181, 10.016, 0.300
125.500, 53991179, 38.7316393, -90.2823944, 138.4041857, 10.194, 0.300
125.600, 53991279, 38.7316444, -90.2823847, 138.4057184, 10.221, 0.300
125.700, 53991379, 38.7316490, -90.2823748, 138.4297813, 10.149, 0.300
125.800, 53991479, 38.7316522, -90.2823642, 138.4327214, 10.074, 0.300
125.900, 53991579, 38.7316545, -90.2823530, 138.4362002, 9.916, 0.300
126.000, 53991679, 38.7316558, -90.2823415, 138.4121397, 9.959, 0.300
126.100, 53991779, 38.7316562, -90.2823301, 138.4623902, 9.917, 0.300
126.200, 53991879, 38.7316557, -90.2823183, 138.4973770, 10.112, 0.300
126.300, 53991979, 38.7316537, -90.2823071, 138.5471570, 9.738, 0.300
126.400, 53992079, 38.7316510, -90.2822960, 138.6197352, 10.046, 0.300
126.500, 53992179, 38.7316473, -90.2822855, 138.6534042, 9.833, 0.300
126.600, 53992279, 38.7316430, -90.2822750, 138.6684673, 10.197, 0.300
126.700, 53992379, 38.7316378, -90.2822655, 138.7014006, 10.164, 0.300
126.800, 53992479, 38.7316318, -90.2822569, 138.7288055, 10.051, 0.300
126.900, 53992579, 38.7316250, -90.2822486, 138.6972782, 10.290, 0.300
127.000, 53992680, 38.7316176, -90.2822421, 138.7180520, 9.848, 0.300
127.100, 53992780, 38.7316100, -90.2822365, 138.6938408, 9.933, 0.300
127.200, 53992880, 38.7316016, -90.2822317, 138.6764205, 10.135, 0.300
127.300, 53992980, 38.7315929, -90.2822280, 138.6341460, 10.252, 0.300
127.400, 53993080, 38.7315837, -90.2822254, 138.6078162, 10.436, 0.300
127.500, 53993180, 38.7315749, -90.2822244, 138.5923966, 10.074, 0.300
127.600, 53993280, 38.7315661, -90.2822247, 138.5582830, 9.856, 0.300
127.700, 53993380, 38.7315575, -90.2822267, 138.5530789, 9.875, 0.300
127.800, 53993480, 38.7315492, -90.2822300, 138.5670975, 9.699, 0.300
127.900, 53993580, 38.7315413, -90.2822350, 138.5452141, 9.729, 0.300
128.000, 53993679, 38.7315334, -90.2822409, 138.5516048, 10.148, 0.300
128.100, 53993779, 38.7315263, -90.2822478, 138.5185177, 9.934, 0.300
128.200, 53993879, 38.7315192, -90.2822555, 138.5071933, 10.091, 0.300
128.300, 53993979, 38.7315135, -90.2822639, 138.5009329, 9.842, 0.300
128.400, 53994079, 38.7315076, -90.2822735, 138.4481690, 10.335, 0.300
128.500, 53994179, 38.7315029, -90.2822831, 138.4495908, 9.892, 0.300
128.600, 53994279, 38.7314993, -90.2822934, 138.4207582, 9.861, 0.300
128.700, 53994379, 38.7314967, -90.2823046, 138.4752527, 9.935, 0.300
128.800, 53994479, 38.7314951, -90.2823158, 138.5488803, 9.867, 0.300
128.900, 53994579, 38.7314948, -90.2823273, 138.5260153, 9.983, 0.300
129.000, 53994679, 38.7314956, -90.2823387, 138.4799459, 9.964, 0.300
129.100, 53994779, 38.7314971, -90.2823501, 138.4199066, 9.940, 0.300
129.200, 53994879, 38.7314995, -90.2823612, 138.4026468, 9.916, 0.300
129.300, 53994979, 38.7315025, -90.2823719, 138.4088267, 9.830, 0.300
129.400, 53995079, 38.7315068, -90.2823824, 138.4122469, 10.125, 0.300
129.500, 53995179, 38.7315117, -90.2823925, 138.4108190, 10.221, 0.300
129.600, 53995279, 38.7315174, -90.2824015, 138.4013207, 10.140, 0.300
129.700, 53995379, 38.7315241, -90.2824100, 138.4100179, 10.296, 0.300
129.800, 53995479, 38.7315310, -90.2824173, 138.4115563, 10.101, 0.300
129.900, 53995579, 38.7315387, -90.2824235, 138.4276505, 10.021, 0.300
130.000, 53995680, 38.7315472, -90.2824284, 138.3895540, 10.104, 0.300
130.100, 53995780, 38.7315554, -90.2824320, 138.3766688, 9.811, 0.300
130.200, 53995880, 38.7315641, -90.2824346, 138.3986409, 9.836, 0.300
130.300, 53995980, 38.7315730, -90.2824354, 138.4157850, 9.907, 0.300
130.400, 53996080, 38.7315819, -90.2824351, 138.3872352, 9.871, 0.300
130.500, 53996180, 38.7315906, -90.2824332, 138.3924969, 9.774, 0.300
130.600, 53996280, 38.7315993, -90.2824302, 138.3801990, 9.966, 0.300
130.700, 53996380, 38.7316077, -90.2824259, 138.4244254, 10.079, 0.300
130.800, 53996480, 38.7316156, -90.2824210, 138.4199701, 9.858, 0.300
130.900, 53996580, 38.7316231, -90.2824150, 138.4201721, 9.653, 0.300
131.000, 53996680, 38.7316301, -90.2824076, 138.3893723, 10.014, 0.300
131.100, 53996780, 38.7316364, -90.2823991, 138.4081043, 10.072, 0.300
131.200, 53996880, 38.7316423, -90.2823898, 138.4694514, 10.408, 0.300
131.300, 53996980, 38.7316477, -90.2823801, 138.5075522, 10.413, 0.300
131.400, 53997080, 38.7316516, -90.2823695, 138.4920520, 10.198, 0.300
131.500, 53997180, 38.7316546, -90.2823587, 138.4638699, 9.994, 0.300
131.600, 53997280, 38.7316567, -90.2823473, 138.4869026, 10.078, 0.300
131.700, 53997380, 38.7316577, -90.2823359, 138.4658299, 9.877, 0.300
131.800, 53997480, 38.7316577, -90.2823245, 138.5746865, 9.915, 0.300
131.900, 53997580, 38.7316568, -90.2823129, 138.5989716, 9.959, 0.300
132.000, 53997682, 38.7316548, -90.2823020, 138.6329956, 9.561, 0.300
132.100, 53997782, 38.7316518, -90.2822912, 138.7028674, 9.650, 0.300
132.200, 53997882, 38.7316481, -90.2822814, 138.7064966, 9.590, 0.300
132.300, 53997982, 38.7316431, -90.2822712, 138.7256568, 10.114, 0.300
132.400, 53998082, 38.7316374, -90.2822625, 138.8160280, 9.805, 0.300
132.500, 53998182, 38.7316312, -90.2822544, 138.7816667, 9.921, 0.300
132.600, 53998282, 38.7316239, -90.2822471, 138.8195248, 10.062, 0.300
132.700, 53998382, 38.7316167, -90.2822411, 138.7757260, 9.815, 0.300
132.800, 53998482, 38.7316087, -90.2822360, 138.7428136, 9.936, 0.300
132.900, 53998582, 38.7316003, -90.2822318, 138.7405109, 10.045, 0.300
133.000, 53998682, 38.7315918, -90.2822289, 138.7345174, 9.932, 0.300
133.100, 53998782, 38.7315827, -90.2822275, 138.7283030, 10.194, 0.300
133.200, 53998882, 38.7315738, -90.2822277, 138.7484162, 9.912, 0.300
133.300, 53998982, 38.7315648, -90.2822287, 138.7549724, 10.023, 0.300
133.400, 53999082, 38.7315559, -90.2822313, 138.7904023, 10.162, 0.300
133.500, 53999182, 38.7315475, -90.2822353, 138.8205824, 9.920, 0.300
133.600, 53999282, 38.7315394, -90.2822402, 138.8292646, 10.031, 0.300
133.700, 53999382, 38.7315317, -90.2822461, 138.8033116, 10.047, 0.300
133.800, 53999482, 38.7315243, -90.2822528, 138.7609694, 10.091, 0.300
133.900, 53999582, 38.7315174, -90.2822606, 138.7516515, 10.158, 0.300
134.000, 53999680, 38.7315118, -90.2822689, 138.7217217, 9.696, 0.300
134.100, 53999780, 38.7315066, -90.2822785, 138.7187704, 10.006, 0.300
134.200, 53999880, 38.7315024, -90.2822884, 138.6644804, 9.672, 0.300
134.300, 53999980, 38.7314990, -90.2822988, 138.6354748, 9.835, 0.300
134.400, 54000080, 38.7314966, -90.2823097, 138.7067401, 9.683, 0.300
134.500, 54000180, 38.7314955, -90.2823207, 138.6632072, 9.605, 0.300
134.600, 54000280, 38.7314951, -90.2823320, 138.6608943, 9.823, 0.300
134.700, 54000380, 38.7314958, -90.2823433, 138.6079483, 9.857, 0.300
134.800, 54000480, 38.7314974, -90.2823546, 138.5750609, 9.924, 0.300
134.900, 54000580, 38.7314996, -90.2823656, 138.5888245, 9.931, 0.300
135.000, 54000680, 38.7315029, -90.2823764, 138.5362467, 9.811, 0.300
135.100, 54000780, 38.7315072, -90.2823867, 138.4473589, 10.116, 0.300
135.200, 54000880, 38.7315119, -90.2823969, 138.3756886, 10.156, 0.300
135.300, 54000980, 38.7315174, -90.2824060, 138.3537222, 10.041, 0.300
135.400, 54001080, 38.7315237, -90.2824140, 138.3861965, 9.927, 0.300
135.500, 54001180, 38.7315306, -90.2824212, 138.4047580, 9.919, 0.300
135.600, 54001280, 38.7315382, -90.2824270, 138.3987732, 9.878, 0.300
135.700, 54001380, 38.7315464, -90.2824317, 138.3768729, 9.845, 0.300
135.800, 54001480, 38.7315545, -90.2824349, 138.3162104, 9.528, 0.300
135.900, 54001580, 38.7315631, -90.2824372, 138.3166189, 9.667, 0.300
136.000, 54001680, 38.7315719, -90.2824380, 138.3040642, 9.776, 0.300
