time, itow, lat, lon, alt, speed, accuracy
66.300, 53931979, 38.7312070, -90.2826396, 141.5630685, 8.338, 0.300
66.400, 53932079, 38.7312095, -90.2826302, 141.4951849, 8.571, 0.300
66.500, 53932179, 38.7312126, -90.2826215, 141.5083636, 8.476, 0.300
66.600, 53932279, 38.7312163, -90.2826130, 141.4838717, 8.414, 0.300
66.700, 53932379, 38.7312207, -90.2826055, 141.4660422, 8.146, 0.300
66.800, 53932479, 38.7312259, -90.2825992, 141.4334961, 8.024, 0.300
66.900, 53932579, 38.7312322, -90.2825936, 141.4231748, 8.259, 0.300
67.000, 53932679, 38.7312384, -90.2825891, 141.3638043, 7.868, 0.300
67.100, 53932779, 38.7312451, -90.2825854, 141.3559899, 8.068, 0.300
67.200, 53932879, 38.7312520, -90.2825834, 141.3390536, 7.848, 0.300
67.300, 53932979, 38.7312589, -90.2825821, 141.3651407, 7.845, 0.300
67.400, 53933079, 38.7312657, -90.2825821, 141.3412018, 7.566, 0.300
67.500, 53933179, 38.7312723, -90.2825833, 141.3425207, 7.344, 0.300
67.600, 53933279, 38.7312787, -90.2825859, 141.3336477, 7.538, 0.300
67.700, 53933379, 38.7312846, -90.2825901, 141.3401624, 7.434, 0.300
67.800, 53933479, 38.7312900, -90.2825950, 141.3415534, 7.379, 0.300
67.900, 53933579, 38.7312954, -90.2826007, 141.3015912, 7.770, 0.300
68.000, 53933679, 38.7312990, -90.2826074, 141.2654485, 7.249, 0.300
68.100, 53933779, 38.7313021, -90.2826145, 141.2582782, 7.165, 0.300
68.200, 53933879, 38.7313039, -90.2826225, 141.3229114, 7.200, 0.300
68.300, 53933979, 38.7313056, -90.2826304, 141.3034558, 7.223, 0.300
68.400, 53934079, 38.7313062, -90.2826390, 141.2929943, 7.439, 0.300
68.500, 53934179, 38.7313067, -90.2826479, 141.2515618, 7.664, 0.300
68.600, 53934279, 38.7313072, -90.2826568, 141.2226504, 7.705, 0.300
68.700, 53934379, 38.7313074, -90.2826662, 141.1704550, 8.181, 0.300
68.800, 53934479, 38.7313075, -90.2826759, 141.1382122, 8.295, 0.300
68.900, 53934579, 38.7313076, -90.2826857, 141.0961910, 8.570, 0.300
69.000, 53934679, 38.7313080, -90.2826958, 141.0390556, 8.716, 0.300
69.100, 53934779, 38.7313081, -90.2827059, 140.9927805, 8.805, 0.300
69.200, 53934879, 38.7313085, -90.2827160, 140.9615263, 8.750, 0.300
69.300, 53934979, 38.7313092, -90.2827262, 140.9192082, 8.864, 0.300
69.400, 53935079, 38.7313107, -90.2827363, 140.8485223, 8.832, 0.300
69.500, 53935179, 38.7313128, -90.2827455, 140.7989161, 8.399, 0.300
69.600, 53935279, 38.7313159, -90.2827540, 140.7197367, 8.135, 0.300
69.700, 53935379, 38.7313199, -90.2827622, 140.6804135, 8.336, 0.300
69.800, 53935479, 38.7313242, -90.2827696, 140.6922391, 8.051, 0.300
69.900, 53935579, 38.7313296, -90.2827759, 140.6766665, 8.092, 0.300
70.000, 53935679, 38.7313352, -90.2827813, 140.6478661, 7.829, 0.300
70.100, 53935779, 38.7313417, -90.2827857, 140.6207858, 8.147, 0.300
70.200, 53935879, 38.7313488, -90.2827895, 140.5764703, 8.366, 0.300
70.300, 53935979, 38.7313560, -90.2827925, 140.4994698, 8.299, 0.300
70.400, 53936079, 38.7313632, -90.2827942, 140.4737992, 8.163, 0.300
70.500, 53936179, 38.7313709, -90.2827956, 140.4646343, 8.533, 0.300
70.600, 53936279, 38.7313783, -90.2827951, 140.4183207, 8.244, 0.300
70.700, 53936379, 38.7313856, -90.2827939, 140.3772558, 8.179, 0.300
70.800, 53936479, 38.7313930, -90.2827912, 140.4072998, 8.468, 0.300
70.900, 53936579, 38.7313999, -90.2827875, 140.3979591, 8.440, 0.300
71.000, 53936678, 38.7314071, -90.2827832, 140.3898938, 8.673, 0.300
71.100, 53936781, 38.7314140, -90.2827781, 140.3486297, 8.580, 0.300
71.200, 53936881, 38.7314204, -90.2827723, 140.3331633, 8.526, 0.300
71.300, 53936981, 38.7314259, -90.2827656, 140.2601639, 8.413, 0.300
71.400, 53937081, 38.7314313, -90.2827581, 140.3244982, 8.732, 0.300
71.500, 53937181, 38.7314356, -90.2827497, 140.3657207, 8.717, 0.300
71.600, 53937281, 38.7314386, -90.2827406, 140.3564652, 8.683, 0.300
71.700, 53937381, 38.7314415, -90.2827308, 140.3732014, 8.902, 0.300
71.800, 53937481, 38.7314437, -90.2827208, 140.3737517, 8.989, 0.300
71.900, 53937581, 38.7314452, -90.2827103, 140.3672690, 9.243, 0.300
72.000, 53937679, 38.7314457, -90.2827002, 140.3852703, 8.906, 0.300
72.100, 53937779, 38.7314452, -90.2826899, 140.4150603, 8.926, 0.300
72.200, 53937879, 38.7314434, -90.2826799, 140.3923255, 8.827, 0.300
72.300, 53937979, 38.7314408, -90.2826706, 140.4487851, 8.490, 0.300
72.400, 53938079, 38.7314375, -90.2826613, 140.4307807, 8.743, 0.300
72.500, 53938179, 38.7314331, -90.2826528, 140.4366142, 8.765, 0.300
72.600, 53938279, 38.7314280, -90.2826453, 140.4292163, 8.816, 0.300
72.700, 53938379, 38.7314217, -90.2826379, 140.4279062, 9.109, 0.300
72.800, 53938479, 38.7314151, -90.2826318, 140.4319761, 9.068, 0.300
72.900, 53938579, 38.7314079, -90.2826259, 140.4542457, 9.364, 0.300
73.000, 53938679, 38.7314011, -90.2826195, 140.4789065, 9.399, 0.300
73.100, 53938779, 38.7313939, -90.2826135, 140.4907203, 9.461, 0.300
73.200, 53938879, 38.7313869, -90.2826071, 140.5055737, 9.561, 0.300
73.300, 53938979, 38.7313797, -90.2826007, 140.5393302, 9.653, 0.300
73.400, 53939079, 38.7313727, -90.2825943, 140.5402368, 9.590, 0.300
73.500, 53939179, 38.7313657, -90.2825877, 140.5525759, 9.575, 0.300
73.600, 53939279, 38.7313586, -90.2825812, 140.5650279, 9.655, 0.300
73.700, 53939379, 38.7313517, -90.2825748, 140.5818627, 9.602, 0.290
73.800, 53939479, 38.7313446, -90.2825686, 140.5979915, 9.581, 0.290
73.900, 53939579, 38.7313373, -90.2825623, 140.6205509, 9.610, 0.290
74.000, 53939680, 38.7313300, -90.2825561, 140.6496824, 9.655, 0.290
74.100, 53939780, 38.7313224, -90.2825508, 140.6624800, 9.633, 0.290
74.200, 53939880, 38.7313147, -90.2825465, 140.6912063, 9.415, 0.290
74.300, 53939980, 38.7313069, -90.2825433, 140.6544859, 9.199, 0.300
74.400, 53940080, 38.7312991, -90.2825408, 140.6590388, 9.077, 0.300
74.500, 53940180, 38.7312909, -90.2825394, 140.6482561, 9.205, 0.300
74.600, 53940280, 38.7312830, -90.2825394, 140.6703872, 8.792, 0.300
74.700, 53940380, 38.7312750, -90.2825404, 140.6821233, 8.859, 0.300
74.800, 53940480, 38.7312672, -90.2825421, 140.6862895, 8.821, 0.300
74.900, 53940580, 38.7312601, -90.2825451, 140.6919984, 8.477, 0.300
75.000, 53940679, 38.7312532, -90.2825492, 140.6820310, 8.588, 0.300
75.100, 53940779, 38.7312469, -90.2825543, 140.6915351, 8.327, 0.300
75.200, 53940879, 38.7312413, -90.2825601, 140.6597848, 8.102, 0.300
75.300, 53940979, 38.7312366, -90.2825668, 140.6778495, 7.841, 0.300
75.400, 53941079, 38.7312326, -90.2825743, 140.6772479, 7.745, 0.300
75.500, 53941179, 38.7312294, -90.2825815, 140.6304072, 7.410, 0.300
75.600, 53941279, 38.7312277, -90.2825898, 140.5981846, 7.438, 0.300
75.700, 53941379, 38.7312268, -90.2825982, 140.5393074, 7.250, 0.300
75.800, 53941479, 38.7312272, -90.2826065, 140.4330702, 7.227, 0.300
75.900, 53941579, 38.7312285, -90.2826153, 140.3470588, 7.634, 0.300
76.000, 53941679, 38.7312304, -90.2826235, 140.3411978, 7.520, 0.300
76.100, 53941779, 38.7312335, -90.2826314, 140.2650559, 7.578, 0.300
76.200, 53941879, 38.7312374, -90.2826393, 140.2184057, 8.043, 0.300
76.300, 53941979, 38.7312421, -90.2826462, 140.2198207, 7.959, 0.300
76.400, 53942079, 38.7312475, -90.2826527, 140.2191746, 8.230, 0.300
76.500, 53942179, 38.7312533, -90.2826579, 140.2364284, 7.889, 0.300
76.600, 53942279, 38.7312601, -90.2826618, 140.1681708, 8.114, 0.300
76.700, 53942379, 38.7312669, -90.2826645, 140.1438469, 7.980, 0.300
76.800, 53942479, 38.7312744, -90.2826662, 140.0808503, 8.161, 0.300
76.900, 53942579, 38.7312816, -90.2826669, 140.0248852, 8.077, 0.300
77.000, 53942680, 38.7312889, -90.2826663, 139.9828010, 7.980, 0.300
77.100, 53942780, 38.7312960, -90.2826643, 140.0340643, 8.050, 0.300
77.200, 53942880, 38.7313026, -90.2826613, 140.0345515, 7.885, 0.300
77.300, 53942980, 38.7313090, -90.2826571, 140.0231008, 7.912, 0.300
77.400, 53943080, 38.7313144, -90.2826516, 140.0157404, 7.708, 0.300
77.500, 53943180, 38.7313201, -90.2826454, 140.0255870, 8.255, 0.300
77.600, 53943280, 38.7313252, -90.2826381, 140.1283117, 8.513, 0.300
77.700, 53943380, 38.7313286, -90.2826305, 140.1049501, 7.928, 0.300
77.800, 53943480, 38.7313306, -90.2826219, 140.0861489, 7.770, 0.300
77.900, 53943580, 38.7313314, -90.2826136, 140.0959437, 7.461, 0.300
78.000, 53943679, 38.7313315, -90.2826052, 140.0637769, 7.248, 0.300
78.100, 53943779, 38.7313307, -90.2825968, 140.0214830, 7.224, 0.300
78.200, 53943879, 38.7313286, -90.2825889, 140.1144603, 7.044, 0.300
78.300, 53943979, 38.7313259, -90.2825812, 140.1651410, 7.221, 0.300
78.400, 53944079, 38.7313221, -90.2825736, 140.2101342, 7.597, 0.300
78.500, 53944179, 38.7313178, -90.2825666, 140.2139812, 7.724, 0.300
78.600, 53944279, 38.7313123, -90.2825609, 140.2632541, 7.714, 0.300
78.700, 53944379, 38.7313064, -90.2825560, 140.2142906, 7.804, 0.300
78.800, 53944479, 38.7312998, -90.2825522, 140.2422626, 8.045, 0.300
78.900, 53944579, 38.7312933, -90.2825499, 140.2805132, 7.549, 0.300
79.000, 53944680, 38.7312859, -90.2825477, 140.2815731, 8.255, 0.300
79.100, 53944780, 38.7312786, -90.2825472, 140.2808017, 8.129, 0.300
79.200, 53944880, 38.7312712, -90.2825480, 140.2546555, 8.243, 0.300
79.300, 53944980, 38.7312636, -90.2825495, 140.2763760, 8.430, 0.300
79.400, 53945080, 38.7312568, -90.2825530, 140.2605990, 8.312, 0.300
79.500, 53945180, 38.7312498, -90.2825570, 140.2461332, 8.409, 0.300
79.600, 53945280, 38.7312436, -90.2825626, 140.2401272, 8.406, 0.300
79.700, 53945380, 38.7312378, -90.2825689, 140.2359716, 8.360, 0.300
79.800, 53945480, 38.7312329, -90.2825767, 140.2605612, 8.434, 0.300
79.900, 53945580, 38.7312289, -90.2825848, 140.2183821, 8.349, 0.300
80.000, 53945679, 38.7312258, -90.2825938, 140.2875762, 8.430, 0.300
80.100, 53945779, 38.7312240, -90.2826030, 140.2902766, 8.094, 0.300
80.200, 53945879, 38.7312230, -90.2826121, 140.3286891, 8.007, 0.300
80.300, 53945979, 38.7312234, -90.2826216, 140.3165176, 8.140, 0.300
80.400, 53946079, 38.7312248, -90.2826305, 140.3252243, 7.904, 0.300
80.500, 53946179, 38.7312272, -90.2826394, 140.3205339, 7.969, 0.300
80.600, 53946279, 38.7312309, -90.2826477, 140.2999008, 8.159, 0.300
80.700, 53946379, 38.7312350, -90.2826558, 140.2561271, 8.380, 0.300
80.800, 53946479, 38.7312400, -90.2826629, 140.2364074, 8.311, 0.300
80.900, 53946579, 38.7312456, -90.2826692, 140.2497424, 8.258, 0.300
81.000, 53946679, 38.7312516, -90.2826743, 140.2332348, 8.027, 0.300
81.100, 53946779, 38.7312583, -90.2826786, 140.2374209, 8.331, 0.300
81.200, 53946879, 38.7312651, -90.2826823, 140.2623351, 8.277, 0.300
81.300, 53946979, 38.7312724, -90.2826844, 140.3134610, 8.270, 0.300
81.400, 53947079, 38.7312800, -90.2826853, 140.3166924, 8.439, 0.300
81.500, 53947179, 38.7312875, -90.2826846, 140.3093246, 8.338, 0.300
81.600, 53947279, 38.7312950, -90.2826829, 140.3031586, 8.425, 0.300
81.700, 53947379, 38.7313025, -90.2826794, 140.2880341, 8.664, 0.300
81.800, 53947479, 38.7313097, -90.2826753, 140.2790639, 8.623, 0.300
81.900, 53947579, 38.7313156, -90.2826699, 140.3113141, 8.313, 0.300
82.000, 53947679, 38.7313214, -90.2826633, 140.2401861, 8.406, 0.300
82.100, 53947779, 38.7313265, -90.2826556, 140.2482044, 8.700, 0.300
82.200, 53947879, 38.7313309, -90.2826478, 140.2540591, 8.599, 0.300
82.300, 53947979, 38.7313341, -90.2826390, 140.2786292, 8.527, 0.300
82.400, 53948079, 38.7313358, -90.2826301, 140.3094878, 8.144, 0.300
82.500, 53948179, 38.7313368, -90.2826207, 140.2752050, 8.169, 0.300
82.600, 53948279, 38.7313367, -90.2826115, 140.3490248, 8.023, 0.300
82.700, 53948379, 38.7313358, -90.2826021, 140.3627802, 8.025, 0.300
82.800, 53948479, 38.7313338, -90.2825933, 140.3586720, 7.887, 0.300
82.900, 53948579, 38.7313308, -90.2825851, 140.4627331, 7.771, 0.300
83.000, 53948679, 38.7313272, -90.2825774, 140.4980191, 7.775, 0.300
83.100, 53948779, 38.7313226, -90.2825708, 140.5864870, 7.728, 0.300
83.200, 53948879, 38.7313173, -90.2825645, 140.5933079, 7.886, 0.300
83.300, 53948979, 38.7313112, -90.2825595, 140.5985335, 8.044, 0.300
83.400, 53949079, 38.7313046, -90.2825557, 140.6258384, 7.966, 0.300
83.500, 53949179, 38.7312979, -90.2825526, 140.6468251, 8.055, 0.300
83.600, 53949279, 38.7312906, -90.2825509, 140.6398400, 8.331, 0.300
83.700, 53949379, 38.7312834, -90.2825508, 140.6495328, 8.139, 0.300
83.800, 53949479, 38.7312761, -90.2825521, 140.6953471, 8.191, 0.300
83.900, 53949579, 38.7312688, -90.2825543, 140.6709302, 8.282, 0.300
84.000, 53949679, 38.7312622, -90.2825584, 140.6531811, 8.295, 0.300
84.100, 53949779, 38.7312553, -90.2825630, 140.6649998, 8.615, 0.300
84.200, 53949879, 38.7312489, -90.2825686, 140.6973650, 8.582, 0.300
84.300, 53949979, 38.7312427, -90.2825754, 140.6893589, 9.070, 0.300
84.400, 53950079, 38.7312367, -90.2825829, 140.6727976, 9.238, 0.300
84.500, 53950179, 38.7312305, -90.2825909, 140.6650910, 9.629, 0.300
84.600, 53950279, 38.7312242, -90.2825990, 140.6310660, 9.927, 0.300
84.700, 53950379, 38.7312179, -90.2826072, 140.6195985, 10.127, 0.300
84.800, 53950479, 38.7312111, -90.2826157, 140.5900016, 10.420, 0.300
84.900, 53950579, 38.7312043, -90.2826245, 140.5707540, 10.725, 0.300
85.000, 53950679, 38.7311974, -90.2826335, 140.5779290, 11.045, 0.300
85.100, 53950779, 38.7311900, -90.2826427, 140.5386893, 11.282, 0.300
85.200, 53950879, 38.7311826, -90.2826521, 140.5214901, 11.585, 0.300
85.300, 53950979, 38.7311751, -90.2826616, 140.5072198, 11.803, 0.300
85.400, 53951079, 38.7311677, -90.2826711, 140.4676600, 11.622, 0.300
85.500, 53951179, 38.7311604, -90.2826803, 140.4537474, 11.355, 0.300
85.600, 53951279, 38.7311532, -90.2826891, 140.4502629, 11.097, 0.300
85.700, 53951379, 38.7311463, -90.2826976, 140.4463412, 10.732, 0.300
85.800, 53951479, 38.7311398, -90.2827061, 140.4333399, 10.177, 0.300
85.900, 53951579, 38.7311339, -90.2827138, 140.4216945, 9.546, 0.300
86.000, 53951679, 38.7311284, -90.2827217, 140.4137626, 9.152, 0.300
86.100, 53951779, 38.7311235, -90.2827296, 140.3899760, 8.666, 0.300
86.200, 53951879, 38.7311194, -90.2827372, 140.3785007, 8.124, 0.300
86.300, 53951979, 38.7311160, -90.2827452, 140.3611971, 7.774, 0.300
86.400, 53952079, 38.7311134, -90.2827530, 140.3642751, 7.381, 0.300
86.500, 53952179, 38.7311118, -90.2827610, 140.3749743, 7.134, 0.300
86.600, 53952279, 38.7311109, -90.2827691, 140.3989601, 7.016, 0.300
86.700, 53952379, 38.7311113, -90.2827765, 140.3460314, 6.528, 0.300
86.800, 53952479, 38.7311124, -90.2827839, 140.2587566, 6.486, 0.300
86.900, 53952579, 38.7311146, -90.2827902, 140.2519127, 5.987, 0.300
87.000, 53952679, 38.7311173, -90.2827960, 140.2373675, 5.894, 0.300
87.100, 53952779, 38.7311207, -90.2828016, 140.2245772, 6.065, 0.300
87.200, 53952879, 38.7311245, -90.2828059, 140.2440960, 5.740, 0.300
87.300, 53952979, 38.7311285, -90.2828101, 140.2107585, 5.710, 0.300
87.400, 53953079, 38.7311328, -90.2828127, 140.1730793, 5.473, 0.300
87.500, 53953179, 38.7311374, -90.2828146, 140.1309162, 5.316, 0.300
87.600, 53953279, 38.7311420, -90.2828158, 140.1601079, 5.314, 0.300
87.700, 53953379, 38.7311467, -90.2828159, 140.1161041, 5.287, 0.300
87.800, 53953479, 38.7311517, -90.2828153, 140.0719163, 5.418, 0.300
87.900, 53953579, 38.7311565, -90.2828139, 140.1149156, 5.571, 0.300
88.000, 53953679, 38.7311613, -90.2828116, 140.1454099, 5.638, 0.300
88.100, 53953779, 38.7311660, -90.2828085, 140.1659929, 5.818, 0.300
88.200, 53953879, 38.7311705, -90.2828050, 140.1596978, 5.866, 0.300
88.300, 53953979, 38.7311750, -90.2828006, 140.1751745, 6.213, 0.300
88.400, 53954079, 38.7311795, -90.2827960, 140.1613055, 6.369, 0.300
88.500, 53954179, 38.7311838, -90.2827907, 140.1272983, 6.487, 0.301
88.600, 53954279, 38.7311881, -90.2827853, 140.1163100, 6.664, 0.290
88.700, 53954379, 38.7311924, -90.2827796, 140.1380685, 6.863, 0.290
88.800, 53954479, 38.7311967, -90.2827735, 140.1150972, 7.060, 0.290
88.900, 53954579, 38.7312008, -90.2827672, 140.1272377, 7.149, 0.290
89.000, 53954679, 38.7312050, -90.2827606, 140.1229012, 7.386, 0.290
89.100, 53954779, 38.7312092, -90.2827536, 140.1498053, 7.583, 0.290
89.200, 53954879, 38.7312136, -90.2827463, 140.1344075, 7.881, 0.290
89.300, 53954979, 38.7312178, -90.2827385, 140.1640549, 8.185, 0.290
89.400, 53955079, 38.7312220, -90.2827303, 140.1339666, 8.390, 0.290
89.500, 53955179, 38.7312263, -90.2827221, 140.1340188, 8.516, 0.290
89.600, 53955279, 38.7312305, -90.2827134, 140.1602894, 8.836, 0.290
89.700, 53955379, 38.7312345, -90.2827046, 140.1464425, 8.798, 0.300
89.800, 53955479, 38.7312384, -90.2826956, 140.1651996, 8.928, 0.300
89.900, 53955579, 38.7312422, -90.2826864, 140.1801987, 8.998, 0.300
90.000, 53955680, 38.7312458, -90.2826769, 140.1772054, 8.997, 0.300
90.100, 53955780, 38.7312492, -90.2826672, 140.1900314, 9.236, 0.300
90.200, 53955880, 38.7312526, -90.2826575, 140.1810089, 9.143, 0.300
90.300, 53955980, 38.7312558, -90.2826477, 140.2058888, 9.312, 0.300
90.400, 53956080, 38.7312589, -90.2826374, 140.2110727, 9.444, 0.300
90.500, 53956180, 38.7312618, -90.2826272, 140.1938130, 9.434, 0.300
90.600, 53956280, 38.7312646, -90.2826167, 140.2064928, 9.586, 0.300
90.700, 53956380, 38.7312672, -90.2826061, 140.2206490, 9.679, 0.300
90.800, 53956480, 38.7312698, -90.2825950, 140.2296019, 9.933, 0.300
90.900, 53956580, 38.7312723, -90.2825840, 140.2483010, 10.000, 0.300
91.000, 53956679, 38.7312745, -90.2825725, 140.2569934, 10.218, 0.300
91.100, 53956779, 38.7312767, -90.2825610, 140.2577392, 10.256, 0.300
91.200, 53956879, 38.7312788, -90.2825495, 140.2764694, 10.198, 0.300
91.300, 53956979, 38.7312807, -90.2825379, 140.2995355, 10.312, 0.300
91.400, 53957079, 38.7312828, -90.2825264, 140.3125881, 10.278, 0.300
91.500, 53957179, 38.7312847, -90.2825149, 140.3417142, 10.140, 0.300
91.600, 53957279, 38.7312864, -90.2825035, 140.3324924, 10.108, 0.300
91.700, 53957379, 38.7312880, -90.2824924, 140.3640378, 9.862, 0.300
91.800, 53957479, 38.7312891, -90.2824810, 140.3719834, 9.865, 0.300
91.900, 53957579, 38.7312898, -90.2824702, 140.3983637, 9.526, 0.300
92.000, 53957679, 38.7312904, -90.2824593, 140.4139995, 9.534, 0.300
92.100, 53957779, 38.7312906, -90.2824485, 140.4587132, 9.280, 0.290
92.200, 53957879, 38.7312905, -90.2824378, 140.4761506, 9.302, 0.290
92.300, 53957979, 38.7312901, -90.2824272, 140.5115029, 9.194, 0.290
92.400, 53958079, 38.7312895, -90.2824167, 140.5048348, 9.103, 0.290
92.500, 53958179, 38.7312888, -90.2824061, 140.5021333, 9.233, 0.300
92.600, 53958279, 38.7312886, -90.2823953, 140.5368505, 9.336, 0.300
92.700, 53958379, 38.7312886, -90.2823847, 140.5334781, 9.259, 0.300
92.800, 53958479, 38.7312889, -90.2823743, 140.5554791, 9.217, 0.300
92.900, 53958579, 38.7312898, -90.2823634, 140.5890322, 9.333, 0.300
93.000, 53958679, 38.7312916, -90.2823532, 140.6151131, 9.189, 0.300
93.100, 53958779, 38.7312939, -90.2823432, 140.6527160, 9.162, 0.300
93.200, 53958879, 38.7312973, -90.2823339, 140.6538064, 8.956, 0.300
93.300, 53958979, 38.7313011, -90.2823251, 140.6475082, 8.856, 0.300
93.400, 53959079, 38.7313054, -90.2823169, 140.6494663, 8.574, 0.300
93.500, 53959179, 38.7313102, -90.2823096, 140.5912507, 8.385, 0.300
93.600, 53959279, 38.7313153, -90.2823021, 140.5659350, 8.446, 0.300
93.700, 53959379, 38.7313212, -90.2822951, 140.5301123, 8.671, 0.300
93.800, 53959479, 38.7313283, -90.2822893, 140.5603336, 8.932, 0.300
93.900, 53959579, 38.7313357, -90.2822832, 140.5582909, 9.332, 0.300
94.000, 53959679, 38.7313434, -90.2822778, 140.5784838, 9.597, 0.300
94.100, 53959779, 38.7313512, -90.2822729, 140.5261869, 9.552, 0.300
94.200, 53959879, 38.7313587, -90.2822683, 140.4885689, 9.319, 0.300
94.300, 53959979, 38.7313667, -90.2822655, 140.5007612, 9.199, 0.300
94.400, 53960079, 38.7313746, -90.2822636, 140.4293903, 8.914, 0.300
94.500, 53960179, 38.7313827, -90.2822624, 140.4535246, 8.971, 0.300
94.600, 53960279, 38.7313904, -90.2822613, 140.4208372, 8.663, 0.300
94.700, 53960379, 38.7313981, -90.2822605, 140.3744639, 8.531, 0.300
94.800, 53960479, 38.7314059, -90.2822603, 140.3438384, 8.630, 0.300
94.900, 53960579, 38.7314132, -90.2822604, 140.3399797, 8.253, 0.300
95.000, 53960679, 38.7314203, -90.2822607, 140.2980936, 7.892, 0.300
95.100, 53960779, 38.7314271, -90.2822613, 140.2764105, 7.655, 0.300
95.200, 53960879, 38.7314336, -90.2822617, 140.2570988, 7.372, 0.300
95.300, 53960979, 38.7314402, -90.2822627, 140.2841048, 7.350, 0.300
95.400, 53961079, 38.7314467, -90.2822637, 140.2464767, 7.341, 0.300
95.500, 53961179, 38.7314532, -90.2822649, 140.2454835, 7.351, 0.300
95.600, 53961279, 38.7314597, -90.2822664, 140.2383447, 7.220, 0.300
95.700, 53961379, 38.7314663, -90.2822676, 140.2194714, 7.296, 0.300
95.800, 53961479, 38.7314725, -90.2822690, 140.2111493, 7.040, 0.300
95.900, 53961579, 38.7314789, -90.2822703, 140.1872925, 7.154, 0.300
96.000, 53961679, 38.7314850, -90.2822715, 140.1806673, 6.816, 0.300
96.100, 53961779, 38.7314910, -90.2822729, 140.1597739, 6.879, 0.300
96.200, 53961879, 38.7314975, -90.2822744, 140.1353791, 7.048, 0.300
96.300, 53961979, 38.7315035, -90.2822755, 140.1112173, 6.791, 0.300
96.400, 53962079, 38.7315100, -90.2822767, 140.0836938, 7.157, 0.300
96.500, 53962179, 38.7315161, -90.2822781, 140.0484449, 6.898, 0.300
96.600, 53962279, 38.7315226, -90.2822795, 140.0591143, 7.147, 0.300
96.700, 53962379, 38.7315289, -90.2822807, 140.0336077, 7.195, 0.300
96.800, 53962479, 38.7315357, -90.2822823, 140.0010694, 7.560, 0.300
96.900, 53962579, 38.7315425, -90.2822837, 139.9633191, 7.590, 0.300
97.000, 53962679, 38.7315496, -90.2822855, 139.9585783, 7.952, 0.300
97.100, 53962779, 38.7315567, -90.2822871, 139.9354120, 7.969, 0.300
97.200, 53962879, 38.7315639, -90.2822889, 139.9268535, 8.060, 0.300
97.300, 53962979, 38.7315712, -90.2822905, 139.8977458, 8.133, 0.300
97.400, 53963079, 38.7315787, -90.2822919, 139.8897272, 8.320, 0.300
97.500, 53963179, 38.7315861, -90.2822934, 139.8681695, 8.328, 0.300
97.600, 53963279, 38.7315938, -90.2822949, 139.8572534, 8.461, 0.300
97.700, 53963379, 38.7316011, -90.2822966, 139.8326848, 8.324, 0.300
97.800, 53963479, 38.7316087, -90.2822979, 139.8396627, 8.366, 0.300
97.900, 53963579, 38.7316161, -90.2822996, 139.8311207, 8.420, 0.300
98.000, 53963679, 38.7316235, -90.2823011, 139.8160782, 8.289, 0.300
98.100, 53963779, 38.7316309, -90.2823026, 139.8081586, 8.236, 0.300
98.200, 53963879, 38.7316380, -90.2823039, 139.8115785, 7.934, 0.300
98.300, 53963979, 38.7316449, -90.2823049, 139.7788062, 7.757, 0.300
98.400, 53964079, 38.7316516, -90.2823049, 139.7730688, 7.538, 0.300
98.500, 53964179, 38.7316582, -90.2823044, 139.7382391, 7.342, 0.300
98.600, 53964279, 38.7316646, -90.2823030, 139.7848503, 7.282, 0.300
98.700, 53964379, 38.7316709, -90.2823008, 139.7652611, 7.155, 0.300
98.800, 53964479, 38.7316766, -90.2822973, 139.7934740, 7.001, 0.300
98.900, 53964579, 38.7316817, -90.2822932, 139.8016211, 6.740, 0.300
99.000, 53964679, 38.7316862, -90.2822882, 139.8295718, 6.718, 0.300
99.100, 53964779, 38.7316905, -90.2822822, 139.8820850, 7.058, 0.300
99.200, 53964879, 38.7316946, -90.2822754, 139.9296242, 7.380, 0.300
99.300, 53964979, 38.7316974, -90.2822681, 139.9953291, 7.142, 0.300
99.400, 53965079, 38.7316993, -90.2822602, 140.0036096, 7.155, 0.300
99.500, 53965179, 38.7316998, -90.2822523, 140.0768518, 6.862, 0.300
99.600, 53965279, 38.7316992, -90.2822443, 140.1351702, 6.851, 0.300
99.700, 53965379, 38.7316978, -90.2822365, 140.1363287, 6.839, 0.300
99.800, 53965479, 38.7316951, -90.2822286, 140.2167321, 7.293, 0.300
99.900, 53965579, 38.7316916, -90.2822208, 140.2279399, 7.673, 0.300
100.000, 53965679, 38.7316871, -90.2822139, 140.2667248, 7.665, 0.300
100.100, 53965779, 38.7316820, -90.2822077, 140.2814949, 7.908, 0.300
100.200, 53965879, 38.7316756, -90.2822017, 140.2834030, 8.620, 0.300
100.300, 53965979, 38.7316691, -90.2821962, 140.3124417, 8.592, 0.300
100.400, 53966079, 38.7316625, -90.2821898, 140.2764924, 9.122, 0.300
100.500, 53966179, 38.7316553, -90.2821842, 140.2871301, 9.378, 0.300
100.600, 53966279, 38.7316478, -90.2821789, 140.2959265, 9.526, 0.300
100.700, 53966379, 38.7316399, -90.2821734, 140.2859837, 9.893, 0.300
100.800, 53966479, 38.7316317, -90.2821682, 140.3039952, 10.092, 0.300
100.900, 53966579, 38.7316231, -90.2821633, 140.3244333, 10.388, 0.300
101.000, 53966679, 38.7316146, -90.2821586, 140.3449962, 10.309, 0.300
101.100, 53966779, 38.7316058, -90.2821544, 140.3550619, 10.302, 0.300
