time, value
0.054, 0.009000000544
0.174, 0.009000000544
0.294, 0.009000000544
0.414, 0.009000000544
0.534, 0.009000000544
0.654, 0.009000000544
0.774, 0.009000000544
0.894, 0.009000000544
1.014, 0.009000000544
1.134, 0.009000000544
1.254, 0.009000000544
1.374, 0.009000000544
1.494, 0.009000000544
1.614, 0.009000000544
1.734, 0.009000000544
1.854, 0.00800000038
1.974, 0.009000000544
2.094, 0.00800000038
2.214, 0.009000000544
2.334, 0.009000000544
2.454, 0.009000000544
2.574, 0.009000000544
2.694, 0.009000000544
2.814, 0.00800000038
2.934, 0.009000000544
3.054, 0.00800000038
3.174, 0.009000000544
3.294, 0.009000000544
3.414, 0.00800000038
3.534, 0.009000000544
3.654, 0.00800000038
3.774, 0.009000000544
3.894, 0.009000000544
4.014, 0.009000000544
4.134, 0.009000000544
4.254, 0.009000000544
4.374, 0.009000000544
4.494, 0.009000000544
4.614, 0.009000000544
4.734, 0.009000000544
4.854, 0.00800000038
4.974, 0.009000000544
5.094, 0.009000000544
5.214, 0.009000000544
5.334, 0.009000000544
5.455, 0.009000000544
5.575, 0.009000000544
5.695, 0.00800000038
5.818, 0.009000000544
5.941, 0.009000000544
6.064, 0.00800000038
6.187, 0.009000000544
6.31, 0.009000000544
6.432, 0.009000000544
6.552, 0.009000000544
6.672, 0.009000000544
6.792, 0.009000000544
6.912, 0.009000000544
7.032, 0.00800000038
7.152, 0.00800000038
7.272, 0.00800000038
7.392, 0.009000000544
7.512, 0.009000000544
7.632, 0.009000000544
7.752, 0.009000000544
7.872, 0.009000000544
7.992, 0.009000000544
8.112, 0.009000000544
8.232, 0.009000000544
8.352, 0.009000000544
8.472, 0.009000000544
8.592, 0.009000000544
8.712, 0.009000000544
8.832, 0.009000000544
8.952, 0.009000000544
9.072, 0.009000000544
9.192, 0.009000000544
9.312, 0.009000000544
9.432, 0.009000000544
9.552, 0.009000000544
9.672, 0.009000000544
9.792, 0.00800000038
9.912, 0.009000000544
