time, value
0.097, 0.01600000076
0.217, 0.01600000076
0.337, 0.01600000076
0.457, 0.0150000006
0.576, 0.0150000006
0.696, 0.01600000076
0.816, 0.01600000076
0.936, 0.01600000076
1.056, 0.01600000076
1.176, 0.01600000076
1.296, 0.0150000006
1.415, 0.01600000076
1.535, 0.01600000076
1.655, 0.0150000006
1.775, 0.01600000076
1.895, 0.01600000076
2.015, 0.01600000076
2.135, 0.01600000076
2.254, 0.01600000076
2.374, 0.01600000076
2.494, 0.01600000076
2.614, 0.01600000076
2.734, 0.0150000006
2.854, 0.01600000076
2.974, 0.01600000076
3.093, 0.01600000076
3.213, 0.0150000006
3.333, 0.0150000006
3.453, 0.01600000076
3.573, 0.0150000006
3.693, 0.01600000076
3.813, 0.0150000006
3.932, 0.01600000076
4.052, 0.01600000076
4.172, 0.01600000076
4.292, 0.0150000006
4.412, 0.01600000076
4.532, 0.01600000076
4.651, 0.01600000076
4.771, 0.01600000076
4.891, 0.01600000076
5.011, 0.0150000006
5.131, 0.0150000006
5.251, 0.01600000076
5.37, 0.01600000076
5.49, 0.01600000076
5.61, 0.01600000076
5.73, 0.0150000006
5.85, 0.01600000076
5.97, 0.01600000076
6.089, 0.01600000076
6.209, 0.01600000076
6.329, 0.01600000076
6.449, 0.0150000006
6.569, 0.01600000076
6.689, 0.01600000076
6.808, 0.0150000006
6.928, 0.01600000076
7.048, 0.01600000076
7.168, 0.01600000076
7.288, 0.01600000076
7.408, 0.01600000076
7.527, 0.01600000076
7.647, 0.01600000076
7.767, 0.0150000006
7.887, 0.01600000076
8.007, 0.0150000006
8.127, 0.01600000076
8.247, 0.01600000076
8.366, 0.01600000076
8.486, 0.01600000076
8.606, 0.01600000076
8.726, 0.01600000076
8.846, 0.01600000076
8.966, 0.01600000076
9.085, 0.01600000076
9.205, 0.01700000092
9.325, 0.01800000109
9.445, 0.02000000142
9.565, 0.02100000158
9.685, 0.01900000125
9.805, 0.01600000076
9.924, 0.01600000076
10.044, 0.01700000092
10.164, 0.01800000109
10.284, 0.01600000076
10.404, 0.01900000125
10.524, 0.01600000076
10.644, 0.01600000076
10.763, 0.01600000076
10.883, 0.01600000076
11.003, 0.01600000076
11.123, 0.01600000076
11.243, 0.01600000076
11.363, 0.01600000076
11.482, 0.01600000076
11.602, 0.01600000076
11.722, 0.01600000076
11.842, 0.01600000076
11.962, 0.0150000006
12.082, 0.01600000076
12.201, 0.01600000076
12.321, 0.01600000076
12.441, 0.01600000076
12.561, 0.01600000076
12.681, 0.01600000076
12.801, 0.01600000076
12.921, 0.01600000076
13.04, 0.01600000076
